state_id,state,year,co2,gdp
1,Alabama,1997,135.5267197,32887
1,Alabama,1998,135.5477822,33736
1,Alabama,1999,138.156619,34783
1,Alabama,2000,143.9280378,35165
1,Alabama,2001,135.4353895,35008
1,Alabama,2002,140.4308927,35908
1,Alabama,2003,141.2242597,36636
1,Alabama,2004,144.0047448,38737
1,Alabama,2005,145.7173863,39692
1,Alabama,2006,148.0401034,39922
1,Alabama,2007,149.574946,39776
1,Alabama,2008,141.8033585,39273
1,Alabama,2009,121.9489165,37416
1,Alabama,2010,134.6145394,38086
1,Alabama,2011,131.6466886,38564
1,Alabama,2012,125.1123942,38700
1,Alabama,2013,122.5127295,38976
1,Alabama,2014,124.7516782,38499
1,Alabama,2015,121.6823527,38876
1,Alabama,2016,115.7217628,39007
2,Alaska,1997,42.39331969,68947
2,Alaska,1998,43.75411783,66390
2,Alaska,1999,44.37700817,65178
2,Alaska,2000,44.92110786,62929
2,Alaska,2001,44.0909548,64657
2,Alaska,2002,44.26656253,66758
2,Alaska,2003,44.31680478,65006
2,Alaska,2004,47.63101961,66337
2,Alaska,2005,49.01759304,67549
2,Alaska,2006,46.64466,71845
