2030,NCAH,CA,94904, 48 ,"$18,141,504","$282,665", 99 ," 4,231 ","$4,388,765,904","$64,405,453"," 11,995 ",,,
2030,NCAH,CA,94565, 55 ,"$9,020,454","$142,294", 166 ," 24,649 ","$5,434,732,601","$97,568,361"," 84,641 ",,,
2030,NCAH,CA,94501, 3 ,"$1,739,746","$24,248", 7 ," 15,192 ","$6,726,326,265","$122,806,993"," 60,212 ",,,
2030,NCAH,CA,94804, 2 ,,, 5 ," 12,326 ","$2,456,320,771","$66,556,872"," 38,559 ",,,
2030,NCAH,CA,92007, 1 ,"$1,142,210","$12,548", 2 ," 3,996 ","$2,294,060,216","$29,268,971"," 10,429 ",,,
2030,NCAH,CA,94404, 115 ,"$99,280,921","$1,150,550", 272 ," 10,500 ","$6,982,675,617","$124,645,193"," 33,749 ",,,
2030,NCAH,CA,92109, 397 ,"$288,796,192","$3,395,157", 682 ," 15,909 ","$7,993,988,907","$114,591,127"," 45,787 ",,,
2030,NCAH,CA,94510, 12 ,"$8,241,090","$108,790", 29 ," 10,610 ","$3,272,998,108","$51,029,875"," 27,088 ",,,
2030,NCAH,CA,94941, 72 ,"$39,347,346","$588,767", 154 ," 11,953 ","$9,545,671,444","$144,313,955"," 30,496 ",,,
2030,NCAH,CA,94940, 22 ,"$9,379,523","$140,673", 30 , 254 ,"$50,415,551","$1,223,345", 268 ,,,
2030,NCAH,CA,92661, 69 ,"$222,952,146","$2,396,427", 99 ," 2,036 ","$2,788,776,919","$31,907,456"," 3,744 ",,,
2030,NCAH,CA,94923, 3 ,"$950,124","$6,811", 3 ," 1,810 ","$721,882,296","$5,301,491"," 1,411 ",,,
2030,NCAH,CA,92649, 30 ,"$22,724,869","$263,446", 66 ," 12,537 ","$6,657,592,560","$87,108,173"," 32,463 ",,,
2030,NCAH,CA,94002, 22 ,"$14,025,369","$184,154", 50 ," 8,160 ","$5,352,634,126","$81,692,401"," 25,992 ",,,
2030,NCAH,CA,92648, 393 ,"$210,092,745","$2,402,926", 846 ," 15,510 ","$8,906,115,459","$117,738,631"," 45,317 ",,,
2030,NCAH,CA,94063, 318 ,"$386,687,559","$4,830,205"," 1,026 "," 6,144 ","$2,876,549,723","$81,009,182"," 30,949 ",,,
2030,NCAH,CA,92014, 3 ,"$55,296,074","$567,627", 6 ," 8,397 ","$6,038,510,257","$68,951,793"," 13,154 ",,,
2030,NCAH,CA,95501, 58 ,"$522,607","$5,635", 121 ," 8,499 ","$1,178,717,572","$18,899,240"," 23,976 ",,,
2030,NCAH,CA,92660, 4 ,"$14,835,386","$156,875", 8 ," 12,279 ","$12,858,580,443","$189,558,056"," 34,797 ",,,
2030,NCAH,CA,92663, 583 ,"$804,528,720","$8,656,822"," 1,017 "," 8,316 ","$7,711,461,719","$99,980,361"," 21,649 ",,,
2030,NCAH,CA,92625, 9 ,"$31,449,120","$333,478", 17 ," 5,398 ","$7,278,382,612","$80,375,277"," 12,478 ",,,
2030,NCAH,CA,95551, 2 ,"$758,826","$6,677", 5 , 743 ,"$95,279,833","$926,409"," 1,739 ",,,
2030,NCAH,CA,94590, 36 ,"$10,992,404","$134,668", 79 ," 11,194 ","$1,791,894,832","$26,708,270"," 35,420 ",,,
2030,NCAH,CA,93035, 15 ,"$9,822,791","$127,911", 35 ," 12,221 ","$4,581,864,196","$59,996,773"," 27,732 ",,,
2030,NCAH,CA,94065, 234 ,"$180,327,903","$2,045,858", 537 ," 4,427 ","$3,347,969,500","$65,238,482"," 11,359 ",,,
2030,NCAH,CA,92106, 3 ,"$4,984,200","$58,542", 6 ," 6,721 ","$3,836,133,026","$54,937,235"," 19,330 ",,,
2030,NCAH,CA,90803, 458 ,"$359,254,213","$4,291,655", 781 ," 11,253 ","$6,333,838,079","$84,566,223"," 32,031 ",,,
2030,NCAH,CA,94043, 10 ,"$190,851","$1,881", 21 ," 9,753 ","$5,524,598,676","$131,620,354"," 28,358 ",,,
2030,NCAH,CA,94545, 7 ,"$2,383,718","$29,436", 22 ," 9,473 ","$2,782,494,150","$72,067,738"," 29,707 ",,,
2030,NCAH,CA,94303," 2,969 ","$2,413,905,573","$28,280,938"," 9,238 "," 12,477 ","$8,363,712,017","$129,680,732"," 45,467 ",,,
2030,NCAH,CA,94579, 13 ,"$782,622","$7,865", 38 ," 6,143 ","$1,932,635,603","$27,611,293"," 20,571 ",,,
2030,NCAH,CA,94401," 1,161 ","$541,803,981","$7,508,643"," 2,890 "," 9,273 ","$4,519,842,102","$71,108,072"," 34,429 ",,,
2030,NCAH,CA,94555, 27 ,"$16,627,810","$207,456", 83 ," 11,365 ","$4,693,270,214","$69,973,410"," 34,143 ",,,
2030,NCAH,CA,94559, 123 ,"$47,475,047","$685,508", 295 ," 9,053 ","$3,103,931,425","$53,449,291"," 27,184 ",,,
2030,NCAH,CA,94945, 22 ,"$7,874,881","$100,977", 54 ," 6,822 ","$3,046,974,603","$53,858,660"," 17,167 ",,,
2030,NCAH,CA,94970, 8 ,"$4,306,844","$49,863", 7 , 897 ,"$864,316,507","$10,223,914", 683 ,,,
2030,NCAH,CA,95002, 10 ,"$10,553,619","$177,878", 34 , 764 ,"$134,478,014","$6,319,245"," 2,077 ",,,
2030,NCAH,CA,94801, 66 ,"$59,775,787","$921,975", 187 ," 8,329 ","$1,538,137,508","$82,033,945"," 29,395 ",,,
2030,NCAH,CA,94949, 614 ,"$403,958,252","$6,348,907"," 1,443 "," 5,642 ","$2,862,179,801","$52,328,044"," 17,202 ",,,
2030,NCAH,CA,94903, 700 ,"$213,691,387","$3,266,156"," 1,546 "," 10,495 ","$5,041,389,351","$87,128,978"," 29,040 ",,,
2030,NCAH,CA,94920, 247 ,"$508,006,340","$6,738,806", 527 ," 5,053 ","$7,438,201,114","$96,125,384"," 12,474 ",,,
2030,NCAH,CA,95039, 2 ,"$462,705","$5,329", 6 , 968 ,"$101,859,640","$1,533,250"," 1,377 ",,,
2030,NCAH,CA,94924, 11 ,"$6,162,960","$102,246", 16 ," 1,241 ","$348,192,170","$5,955,336"," 1,638 ",,,
2030,NCAH,CA,94710, 10 ,"$2,542,978","$31,785", 22 ," 2,280 ","$611,057,803","$34,658,367"," 6,948 ",,,
2030,NCAH,CA,94587, 48 ,"$13,823,594","$244,149", 156 ," 18,470 ","$7,193,691,943","$135,375,213"," 69,516 ",,,
2030,NCAH,CA,94901," 1,114 ","$508,545,136","$8,964,094"," 2,703 "," 11,784 ","$6,650,340,278","$117,967,159"," 41,157 ",,,
2030,NCAH,CA,95003, 1 ,"$765,608","$9,277", 2 ," 12,334 ","$5,955,325,000","$77,645,719"," 23,974 ",,,
2030,NCAH,CA,90293, 2 ,"$2,394,064","$30,740", 3 ," 4,698 ","$2,635,824,834","$33,431,278"," 12,132 ",,,
2030,NCAH,CA,95410, 1 ,"$772,664","$8,702", 2 , 863 ,"$149,167,382","$2,404,028", 950 ,,,
2030,NCAH,CA,92647, 522 ,"$200,963,910","$2,313,004"," 1,442 "," 13,710 ","$5,484,298,531","$95,366,367"," 57,245 ",,,
2030,NCAH,CA,94577, 4 ,"$988,356","$13,845", 10 ," 14,281 ","$4,333,682,939","$91,090,999"," 45,560 ",,,
2030,NCAH,CA,94939, 114 ,"$89,250,176","$1,249,525", 218 ," 2,626 ","$2,017,982,050","$33,795,322"," 6,859 ",,,
2030,NCAH,CA,95564, 4 ,"$430,601","$4,684", 9 , 329 ,"$11,571,397","$119,848", 462 ,,,
2030,NCAH,CA,94502, 340 ,"$116,361,139","$1,819,415", 879 ," 5,513 ","$2,618,934,884","$47,879,523"," 13,600 ",,,
