2030,NCAH,CA,95521, 15 ,"$5,110,244","$53,664", 30 ," 7,051 ","$1,135,641,057","$16,015,296"," 20,199 ",,,
2030,NCAH,CA,95531, 1 ,"$18,725",$144, 2 ," 12,196 ","$1,048,537,334","$12,833,597"," 24,528 ",,,
2030,NCAH,CA,95503, 77 ,"$9,708,026","$97,370", 173 ," 10,353 ","$1,606,823,501","$20,184,337"," 24,152 ",,,
2030,NCAH,CA,90742, 1 ,"$724,665","$5,326", 2 , 298 ,"$287,472,080","$3,622,570", 831 ,,,
2030,NCAH,CA,94585, 337 ,"$72,505,199","$932,263", 996 ," 8,973 ","$1,958,524,160","$29,909,884"," 28,263 ",,,
2030,NCAH,CA,95476, 3 ,"$1,788,660","$12,823", 6 ," 14,429 ","$6,090,947,051","$78,418,075"," 35,394 ",,,
2030,NCAH,CA,93001, 59 ,"$4,691,482","$42,759", 135 ," 11,271 ","$3,783,872,620","$53,560,600"," 32,990 ",,,
2030,NCAH,CA,92662," 1,113 ","$1,480,479,460","$15,915,590"," 1,456 "," 1,420 ","$1,802,992,745","$20,280,803"," 2,756 ",,,
2030,NCAH,CA,94952, 1 ,"$13,436",$96, 2 ," 11,759 ","$4,207,961,866","$55,287,313"," 32,858 ",,,
2030,NCAH,CA,94089, 166 ,"$114,809,714","$1,356,771", 423 ," 5,583 ","$4,010,560,556","$97,270,500"," 19,245 ",,,
2030,NCAH,CA,90265, 108 ,"$330,469,867","$4,031,078", 205 ," 10,740 ","$14,547,782,233","$198,516,985"," 18,116 ",,,
2030,NCAH,CA,91932, 5 ,"$3,215,405","$43,621", 13 ," 5,744 ","$1,572,446,105","$23,499,694"," 25,718 ",,,
2030,NCAH,CA,94925, 513 ,"$292,985,348","$4,145,334"," 1,179 "," 3,696 ","$2,324,105,703","$40,620,126"," 9,253 ",,,
2030,NCAH,CA,94954, 1 ,"$54,788",$393, 3 ," 12,441 ","$4,295,572,849","$59,126,923"," 37,365 ",,,
2030,NCAH,CA,95076, 11 ,"$1,897,075","$18,228", 37 ," 20,902 ","$6,199,491,362","$91,913,757"," 82,474 ",,,
2030,NCAH,CA,93908, 1 ,"$157,274","$2,027", 3 ," 5,689 ","$2,391,591,000","$31,233,358"," 13,043 ",,,
2030,NCAH,CA,94937, 13 ,"$4,280,547","$51,757", 14 , 901 ,"$312,949,985","$3,977,432", 837 ,,,
2030,NCAH,CA,94965, 12 ,"$9,362,392","$122,677", 20 ," 4,186 ","$2,748,223,063","$45,319,109"," 10,847 ",,,
