PRISM Time Series Data
Location:  Lat: 39.4403   Lon: -123.3912   Elev: 1732ft
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 2018-06
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jan-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
1981-01,11.10,36.9,47.7,58.5
1981-02,5.80,36.6,48.7,60.7
1981-03,5.50,37.3,49.1,60.9
1981-04,0.92,35.1,51.2,67.3
1981-05,1.67,41.5,56.3,71.0
1981-06,0.08,46.6,64.8,83.0
1981-07,0.01,46.5,67.5,88.6
1981-08,0.00,47.4,67.5,87.6
1981-09,1.69,46.2,64.4,82.6
1981-10,6.24,39.8,55.6,71.5
1981-11,15.47,43.0,52.3,61.6
1981-12,15.89,40.9,48.5,56.0
1982-01,8.72,30.8,41.6,52.4
1982-02,8.70,35.1,47.0,58.9
1982-03,10.63,36.7,46.6,56.4
1982-04,8.88,36.1,49.1,62.0
1982-05,0.00,39.3,57.6,75.9
1982-06,0.23,47.1,62.2,77.3
1982-07,0.00,48.0,66.1,84.2
1982-08,0.03,48.0,66.7,85.3
1982-09,1.03,46.6,63.1,79.5
1982-10,6.22,42.1,57.4,72.7
1982-11,12.84,37.0,47.3,57.5
1982-12,14.09,36.0,44.6,53.2
1983-01,12.25,35.3,45.4,55.5
1983-02,17.21,40.3,47.4,54.5
1983-03,19.37,40.6,47.5,54.4
1983-04,6.81,35.5,48.0,60.6
1983-05,0.81,42.1,57.6,73.0
1983-06,0.09,44.3,61.1,77.8
1983-07,0.69,47.5,63.9,80.4
1983-08,1.77,50.7,67.4,84.0
1983-09,0.44,48.6,65.6,82.6
1983-10,1.96,43.8,59.1,74.3
1983-11,18.44,40.2,48.1,56.1
1983-12,18.18,40.1,45.8,51.5
1984-01,0.92,34.8,47.2,59.6
1984-02,7.00,34.5,45.2,55.8
1984-03,4.06,37.0,50.0,63.0
1984-04,4.17,35.9,48.5,61.1
1984-05,1.30,41.5,56.3,71.0
1984-06,0.93,42.3,58.7,75.2
1984-07,0.00,51.2,69.7,88.3
1984-08,0.03,47.5,65.8,84.1
1984-09,0.13,45.1,65.3,85.4
1984-10,5.01,41.7,53.3,64.9
1984-11,17.42,38.3,46.7,55.0
1984-12,3.66,31.9,41.6,51.3
1985-01,1.14,31.4,43.5,55.6
1985-02,5.32,31.7,45.8,59.9
1985-03,7.00,32.3,44.0,55.8
1985-04,0.28,38.9,54.6,70.3
1985-05,0.32,37.7,54.2,70.6
1985-06,0.00,46.1,64.5,82.8
1985-07,0.00,51.7,70.0,88.3
1985-08,0.08,45.9,63.7,81.6
1985-09,1.63,46.2,60.4,74.7
1985-10,3.47,40.1,56.3,72.5
1985-11,5.96,32.4,44.0,55.6
1985-12,5.44,32.5,44.7,56.9
1986-01,11.69,38.5,48.1,57.8
1986-02,23.65,39.7,48.8,58.0
1986-03,9.56,38.9,51.8,64.7
1986-04,1.11,37.3,51.3,65.3
1986-05,1.81,40.5,55.4,70.3
1986-06,0.05,47.6,63.0,78.5
1986-07,0.00,48.3,66.4,84.5
1986-08,0.00,50.1,68.6,87.0
1986-09,4.96,45.7,59.8,74.0
1986-10,1.91,41.7,57.7,73.7
1986-11,1.21,33.6,49.1,64.6
1986-12,5.11,33.8,45.3,56.9
1987-01,9.38,32.3,43.1,53.9
1987-02,6.60,33.7,46.2,58.7
1987-03,9.89,35.6,47.0,58.4
1987-04,0.60,36.7,54.7,72.7
1987-05,0.93,43.2,59.4,75.7
1987-06,0.05,45.7,63.9,82.2
1987-07,0.09,48.1,63.3,78.4
1987-08,0.00,47.0,67.1,87.2
1987-09,0.00,45.9,64.9,83.9
1987-10,2.14,43.3,60.4,77.5
1987-11,5.68,35.6,48.1,60.5
1987-12,15.63,34.1,42.7,51.2
1988-01,10.50,34.1,43.8,53.4
1988-02,0.29,31.3,48.4,65.5
1988-03,0.58,35.3,50.4,65.4
1988-04,2.94,39.0,51.9,64.9
1988-05,1.45,38.3,52.8,67.2
1988-06,1.00,45.6,60.0,74.3
1988-07,0.00,53.5,71.0,88.4
1988-08,0.00,49.9,67.4,84.9
1988-09,0.00,42.4,63.2,83.9
1988-10,0.45,42.0,59.6,77.2
1988-11,14.86,39.0,48.2,57.4
1988-12,6.76,30.9,43.0,55.2
1989-01,4.04,29.7,42.4,55.1
1989-02,1.71,29.4,40.7,52.0
1989-03,16.28,38.4,47.4,56.4
1989-04,2.77,40.9,54.8,68.8
1989-05,0.71,41.8,54.7,67.6
1989-06,0.65,45.7,61.2,76.6
1989-07,0.00,46.1,63.6,81.1
1989-08,0.05,46.5,64.9,83.3
1989-09,2.41,45.6,61.8,78.0
1989-10,3.77,39.3,55.2,71.1
1989-11,2.13,34.1,49.5,64.9
1989-12,0.22,29.9,44.8,59.6
1990-01,12.31,32.5,43.1,53.7
1990-02,5.26,28.9,41.2,53.5
1990-03,3.42,35.6,48.6,61.6
1990-04,0.87,40.2,53.9,67.7
1990-05,8.98,40.3,54.0,67.7
1990-06,0.13,45.7,60.5,75.3
1990-07,0.00,51.9,68.7,85.6
1990-08,0.03,50.9,66.9,83.0
1990-09,0.36,46.4,63.5,80.5
1990-10,1.64,38.2,56.7,75.2
1990-11,0.93,30.5,46.5,62.6
1990-12,2.25,23.4,37.4,51.4
1991-01,1.93,29.3,42.9,56.6
1991-02,3.92,35.7,49.6,63.4
1991-03,15.19,33.8,43.5,53.2
1991-04,1.35,35.5,48.3,61.0
1991-05,1.15,39.6,53.0,66.5
1991-06,0.49,43.8,58.6,73.5
1991-07,0.04,52.5,69.4,86.4
1991-08,0.04,48.8,64.5,80.3
1991-09,0.00,46.6,67.1,87.6
1991-10,2.86,40.6,60.3,80.1
1991-11,4.58,35.4,49.7,64.1
1991-12,3.76,31.0,43.3,55.5
1992-01,4.39,31.8,43.6,55.4
1992-02,11.74,38.8,49.5,60.2
1992-03,6.23,40.2,51.0,61.9
1992-04,2.95,40.3,53.7,67.1
1992-05,0.21,43.3,61.6,79.9
1992-06,1.35,47.4,62.8,78.2
1992-07,0.34,49.3,66.5,83.7
1992-08,0.00,51.4,69.2,87.0
1992-09,0.00,42.6,62.5,82.3
1992-10,5.26,40.3,57.8,75.3
1992-11,2.82,34.0,47.9,61.9
1992-12,16.75,32.4,41.8,51.2
1993-01,20.15,32.9,42.1,51.4
1993-02,9.19,34.9,44.4,54.0
1993-03,5.36,42.0,52.3,62.6
1993-04,4.66,39.3,50.4,61.6
1993-05,2.53,44.8,56.5,68.1
1993-06,1.21,46.0,61.0,75.9
1993-07,0.00,47.6,64.9,82.1
1993-08,0.00,47.9,65.9,83.9
1993-09,0.00,44.2,63.9,83.7
1993-10,1.02,41.0,58.4,75.8
1993-11,2.50,30.2,46.8,63.3
1993-12,9.47,31.9,42.8,53.7
1994-01,7.17,32.5,45.3,58.0
1994-02,7.88,31.8,43.3,54.8
1994-03,1.04,35.5,50.4,65.3
1994-04,3.59,36.0,50.5,65.1
1994-05,1.56,41.7,55.3,69.0
1994-06,0.25,41.8,59.4,76.9
1994-07,0.02,48.9,67.9,87.0
1994-08,0.00,48.0,66.1,84.3
1994-09,0.00,47.3,65.0,82.7
1994-10,0.57,35.9,54.2,72.5
1994-11,8.60,30.7,41.5,52.2
1994-12,7.33,32.9,41.6,50.3
1995-01,30.96,41.7,46.9,52.1
1995-02,1.71,39.2,50.8,62.3
1995-03,19.61,38.1,47.2,56.2
1995-04,6.41,37.7,49.3,61.0
1995-05,3.65,43.5,55.5,67.6
1995-06,1.16,47.5,60.4,73.3
1995-07,0.40,52.1,67.0,82.0
1995-08,0.00,47.7,66.2,84.6
1995-09,0.00,48.2,64.8,81.5
1995-10,0.01,38.3,57.8,77.4
1995-11,0.84,40.1,53.7,67.2
1995-12,18.71,39.7,48.0,56.3
1996-01,20.09,36.2,45.3,54.4
1996-02,11.10,40.7,49.6,58.4
1996-03,5.28,37.7,50.8,63.9
1996-04,6.19,39.3,52.6,65.9
1996-05,4.09,41.7,56.0,70.3
1996-06,0.04,45.1,61.8,78.6
1996-07,0.00,52.3,71.0,89.6
1996-08,0.00,48.6,68.5,88.4
1996-09,0.64,43.0,62.0,81.0
1996-10,2.26,39.5,55.9,72.2
1996-11,6.02,37.0,49.1,61.2
1996-12,24.61,37.9,46.2,54.5
1997-01,15.41,35.6,45.1,54.5
1997-02,2.55,32.8,45.8,58.8
1997-03,2.46,34.9,49.2,63.6
1997-04,3.24,36.7,50.8,64.8
1997-05,1.35,42.8,59.4,75.9
1997-06,1.09,44.3,59.3,74.4
1997-07,0.02,49.7,67.4,85.0
1997-08,0.95,49.3,65.7,82.0
1997-09,1.23,45.2,63.5,81.8
1997-10,3.61,38.6,54.9,71.1
1997-11,9.42,40.4,50.4,60.3
1997-12,4.91,30.0,42.6,55.3
1998-01,26.17,37.1,44.6,52.1
1998-02,23.99,36.1,43.4,50.7
1998-03,8.94,34.5,47.0,59.5
1998-04,3.76,34.5,48.9,63.2
1998-05,4.34,38.7,50.6,62.5
1998-06,0.06,47.9,61.1,74.4
1998-07,0.00,52.4,68.4,84.5
1998-08,0.00,49.5,69.6,89.6
1998-09,0.23,48.5,65.5,82.5
1998-10,1.86,37.5,53.9,70.3
1998-11,12.00,38.5,47.0,55.5
1998-12,5.37,30.4,41.2,52.1
1999-01,8.04,32.5,44.0,55.4
1999-02,18.34,33.7,41.9,50.2
1999-03,8.99,33.7,43.3,52.9
1999-04,3.33,34.6,48.7,62.9
1999-05,0.53,39.2,53.0,66.8
1999-06,0.03,43.1,58.9,74.8
1999-07,0.00,45.9,63.2,80.5
1999-08,0.03,49.6,65.1,80.6
1999-09,0.00,45.0,65.7,86.5
1999-10,2.15,38.2,58.1,78.0
1999-11,7.63,40.5,50.3,60.0
1999-12,2.81,30.7,44.0,57.3
2000-01,12.33,36.0,44.1,52.1
2000-02,14.70,38.0,45.7,53.4
2000-03,2.99,34.0,46.9,59.7
2000-04,3.14,38.0,51.5,65.0
2000-05,2.12,41.8,55.2,68.6
2000-06,0.51,46.2,63.5,80.7
2000-07,0.00,47.8,63.2,78.6
2000-08,0.00,46.3,64.2,82.1
2000-09,0.35,45.2,62.6,80.0
