PRISM Time Series Data
Location:  Lat: 37.5591   Lon: -120.9976   Elev: 69ft
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 2018-06
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jan-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
1981-01,4.18,40.8,48.6,56.4
1981-02,0.77,41.2,52.2,63.3
1981-03,3.49,43.0,54.0,64.9
1981-04,0.70,45.5,60.5,75.4
1981-05,0.01,52.3,67.7,83.2
1981-06,0.00,61.2,78.3,95.5
1981-07,0.00,58.4,77.2,96.0
1981-08,0.00,58.0,75.5,93.1
1981-09,0.00,57.0,73.4,89.7
1981-10,1.18,46.1,60.8,75.4
1981-11,3.72,45.7,56.0,66.2
1981-12,1.00,41.0,48.8,56.6
1982-01,2.07,34.3,42.6,51.0
1982-02,1.85,39.7,51.4,63.0
1982-03,4.14,42.5,52.8,63.1
1982-04,2.61,45.0,57.8,70.7
1982-05,0.01,50.8,67.2,83.7
1982-06,0.09,53.8,69.1,84.3
1982-07,0.00,58.4,75.4,92.3
1982-08,0.00,58.8,75.4,92.0
1982-09,1.30,56.1,70.2,84.3
1982-10,1.15,49.3,63.0,76.6
1982-11,2.98,40.5,49.7,59.0
1982-12,1.81,36.9,45.8,54.7
1983-01,5.07,37.7,43.6,49.5
1983-02,3.28,43.2,52.3,61.3
1983-03,5.30,45.5,55.0,64.5
1983-04,2.13,45.0,57.0,69.0
1983-05,0.32,51.7,66.6,81.4
1983-06,0.00,56.0,72.2,88.4
1983-07,0.00,57.6,73.8,90.0
1983-08,0.16,61.5,77.4,93.3
1983-09,1.25,58.8,74.2,89.7
1983-10,0.53,51.7,66.0,80.3
1983-11,3.97,44.8,53.9,63.1
1983-12,3.41,43.8,50.5,57.1
1984-01,0.15,37.5,46.1,54.7
1984-02,1.28,38.5,50.4,62.2
1984-03,0.60,44.5,58.1,71.7
1984-04,0.22,45.6,59.4,73.2
1984-05,0.00,54.5,70.6,86.8
1984-06,0.05,56.2,73.1,90.0
1984-07,0.00,63.8,81.0,98.1
1984-08,0.00,60.6,77.7,94.8
1984-09,0.00,60.2,77.1,94.0
1984-10,1.13,49.1,61.4,73.7
1984-11,2.81,42.8,52.2,61.6
1984-12,1.59,36.9,44.6,52.4
1985-01,0.48,35.9,42.2,48.5
1985-02,0.60,37.5,51.0,64.5
1985-03,1.61,40.4,52.5,64.7
1985-04,0.16,49.3,64.5,79.7
1985-05,0.00,50.8,66.5,82.1
1985-06,0.15,59.7,76.7,93.8
1985-07,0.00,62.6,79.9,97.2
1985-08,0.00,57.3,74.5,91.7
1985-09,0.20,54.9,69.4,84.0
1985-10,0.71,48.5,63.3,78.1
1985-11,2.79,40.6,51.0,61.3
1985-12,1.28,34.7,41.1,47.5
1986-01,1.20,43.6,51.1,58.6
1986-02,3.55,45.4,54.5,63.6
1986-03,3.26,47.8,59.1,70.4
1986-04,0.59,47.7,61.0,74.2
1986-05,0.01,52.5,67.7,83.0
1986-06,0.00,57.6,73.7,89.9
1986-07,0.00,59.9,76.4,92.9
1986-08,0.00,59.1,76.4,93.7
1986-09,0.81,53.1,67.4,81.6
1986-10,0.00,49.7,64.6,79.4
1986-11,0.03,41.7,55.7,69.7
1986-12,0.64,37.4,45.6,53.9
1987-01,1.55,35.4,44.6,53.8
1987-02,2.28,40.6,51.9,63.2
1987-03,3.39,42.7,54.9,67.0
1987-04,0.11,49.7,65.6,81.6
1987-05,0.00,55.3,70.0,84.7
1987-06,0.00,58.0,74.4,90.8
1987-07,0.00,56.8,72.5,88.3
1987-08,0.00,58.4,75.3,92.2
1987-09,0.00,55.9,72.3,88.8
1987-10,1.10,53.8,67.8,81.8
1987-11,0.93,42.4,52.6,62.8
1987-12,2.47,38.8,46.6,54.4
1988-01,2.26,38.3,46.6,55.0
1988-02,0.38,39.3,53.2,67.1
1988-03,0.31,44.0,57.9,71.8
1988-04,2.02,48.6,61.6,74.6
1988-05,0.29,51.0,65.4,79.8
1988-06,0.06,57.2,72.5,87.8
1988-07,0.00,63.7,80.9,98.2
1988-08,0.00,60.0,76.3,92.7
1988-09,0.00,56.3,73.0,89.7
1988-10,0.00,51.8,66.8,81.8
1988-11,1.61,44.5,54.3,64.1
1988-12,2.21,35.9,44.9,53.9
1989-01,0.53,33.4,43.5,53.6
1989-02,1.20,38.1,48.5,58.9
1989-03,1.56,46.5,57.2,67.8
1989-04,0.05,50.2,64.7,79.1
1989-05,0.00,52.8,67.1,81.3
1989-06,0.00,57.7,73.4,89.1
1989-07,0.00,59.7,77.3,94.9
1989-08,0.00,58.9,74.5,90.1
1989-09,1.59,56.2,70.8,85.4
1989-10,1.03,50.4,63.5,76.7
1989-11,0.68,41.3,54.6,68.0
1989-12,0.00,33.6,43.2,52.8
1990-01,2.00,37.3,46.9,56.5
1990-02,1.75,37.5,48.0,58.5
1990-03,1.01,44.4,56.5,68.6
1990-04,0.31,50.7,64.2,77.7
1990-05,1.96,52.8,66.5,80.2
1990-06,0.00,57.6,72.6,87.7
1990-07,0.00,63.2,79.0,94.8
1990-08,0.00,61.8,77.1,92.4
1990-09,0.00,57.8,72.9,88.0
1990-10,0.00,52.5,67.7,83.0
1990-11,0.30,41.0,54.0,67.0
1990-12,0.61,30.7,41.9,53.2
1991-01,0.16,36.9,47.0,57.2
1991-02,1.66,43.8,55.2,66.7
1991-03,5.06,43.6,52.3,61.0
1991-04,0.43,46.7,58.7,70.7
1991-05,0.07,50.5,64.0,77.4
1991-06,0.22,55.5,70.3,85.1
1991-07,0.00,61.8,78.2,94.6
1991-08,0.00,58.8,74.0,89.1
1991-09,0.00,59.6,75.5,91.3
1991-10,1.22,55.8,69.8,83.9
1991-11,0.28,44.7,56.5,68.2
1991-12,1.21,37.6,46.8,55.9
1992-01,1.13,36.9,43.3,49.7
1992-02,5.17,46.2,55.1,63.9
1992-03,2.08,48.1,58.1,68.2
1992-04,0.03,51.4,64.6,77.9
1992-05,0.00,57.5,72.7,87.9
1992-06,0.06,59.0,73.2,87.4
1992-07,0.06,62.0,77.1,92.1
1992-08,0.00,62.2,78.9,95.6
1992-09,0.00,56.5,73.2,89.8
1992-10,0.62,54.8,67.8,80.7
1992-11,0.11,43.7,55.4,67.2
1992-12,2.95,37.4,45.3,53.2
1993-01,5.45,39.2,46.4,53.6
1993-02,3.56,42.4,51.2,59.9
1993-03,2.73,49.0,59.3,69.6
1993-04,0.30,48.9,60.6,72.4
1993-05,0.70,54.0,67.6,81.2
1993-06,0.52,59.8,73.5,87.2
1993-07,0.00,60.7,76.3,91.8
1993-08,0.00,61.0,76.4,91.8
1993-09,0.00,57.1,73.0,88.9
1993-10,0.33,53.9,67.0,80.1
1993-11,0.94,42.0,54.2,66.4
1993-12,1.08,37.9,45.5,53.1
1994-01,1.95,37.4,46.8,56.2
1994-02,2.35,39.5,49.3,59.1
1994-03,0.37,46.2,58.6,71.1
1994-04,1.19,49.0,62.0,75.0
1994-05,1.14,53.0,66.7,80.5
1994-06,0.00,57.6,74.2,90.8
1994-07,0.00,60.7,77.3,93.9
1994-08,0.00,60.6,77.3,93.9
1994-09,0.06,58.1,73.0,87.9
1994-10,0.26,50.8,64.2,77.7
1994-11,1.57,39.8,49.5,59.2
1994-12,0.89,37.9,44.6,51.2
1995-01,7.32,45.8,51.6,57.4
1995-02,0.51,46.1,53.7,61.2
1995-03,6.28,46.2,55.2,64.2
1995-04,1.13,48.1,59.8,71.5
1995-05,1.33,52.6,64.7,76.9
1995-06,0.20,57.5,71.1,84.8
1995-07,0.00,61.5,76.4,91.3
1995-08,0.00,61.9,77.8,93.8
1995-09,0.00,58.2,73.4,88.6
1995-10,0.00,52.5,66.9,81.2
1995-11,0.00,47.6,60.1,72.5
1995-12,3.79,43.7,51.2,58.6
1996-01,2.48,42.4,48.9,55.5
1996-02,4.45,47.1,54.9,62.6
1996-03,1.41,46.1,57.5,69.0
1996-04,0.87,50.1,62.7,75.3
1996-05,1.55,55.3,68.6,81.9
1996-06,0.02,59.2,74.4,89.6
1996-07,0.00,64.8,81.1,97.4
1996-08,0.00,63.9,79.9,95.8
1996-09,0.00,56.6,72.2,87.7
1996-10,1.50,51.5,64.3,77.0
1996-11,1.96,45.9,55.6,65.2
1996-12,4.82,42.9,49.8,56.8
1997-01,5.72,43.0,49.2,55.3
1997-02,0.15,43.5,53.6,63.6
1997-03,0.08,46.7,60.0,73.3
1997-04,0.30,50.0,63.0,76.0
1997-05,0.08,57.8,72.6,87.3
1997-06,0.09,60.0,74.0,88.1
1997-07,0.00,62.7,78.0,93.3
1997-08,0.00,62.2,76.9,91.6
1997-09,0.00,60.8,75.7,90.6
1997-10,0.08,50.8,64.3,77.8
1997-11,2.44,48.7,58.0,67.2
1997-12,2.40,37.9,46.1,54.3
1998-01,4.08,43.4,49.8,56.2
1998-02,8.57,44.7,51.5,58.3
1998-03,1.91,46.7,56.8,66.9
1998-04,1.58,48.0,58.9,69.7
1998-05,2.87,50.6,61.0,71.3
1998-06,0.18,57.0,69.6,82.3
1998-07,0.00,62.4,77.9,93.5
1998-08,0.00,64.0,79.6,95.3
1998-09,0.00,61.0,74.3,87.7
1998-10,0.99,49.1,61.9,74.7
1998-11,1.16,43.8,53.2,62.7
1998-12,0.87,33.4,43.4,53.4
1999-01,2.00,37.7,44.5,51.3
1999-02,2.84,39.7,49.0,58.4
1999-03,1.17,41.9,52.6,63.2
1999-04,0.84,45.6,57.8,70.0
1999-05,0.17,50.5,65.0,79.5
1999-06,0.00,56.3,71.6,87.0
1999-07,0.00,60.1,75.8,91.5
1999-08,0.00,60.0,74.8,89.5
1999-09,0.00,57.9,73.2,88.5
1999-10,0.00,52.8,67.5,82.1
1999-11,0.81,44.4,55.9,67.4
1999-12,0.33,35.0,47.1,59.2
2000-01,3.55,41.1,49.6,58.2
2000-02,4.66,44.9,53.0,61.1
2000-03,1.09,44.7,55.6,66.5
2000-04,1.44,49.0,62.3,75.5
2000-05,0.62,54.1,67.9,81.7
2000-06,0.08,59.9,75.8,91.7
2000-07,0.00,58.5,74.4,90.2
2000-08,0.00,61.0,76.9,92.8
2000-09,0.18,57.9,72.3,86.7
2000-10,2.22,50.7,62.9,75.1
2000-11,0.27,39.2,49.5,59.8
2000-12,0.30,37.9,47.3,56.7
2001-01,3.53,35.3,45.4,55.5
2001-02,2.48,40.1,49.4,58.6
2001-03,1.89,46.0,57.6,69.3
2001-04,1.32,44.1,57.2,70.3
2001-05,0.00,57.5,73.6,89.7
2001-06,0.00,60.3,76.3,92.2
2001-07,0.05,61.6,77.1,92.6
2001-08,0.00,60.6,77.0,93.4
2001-09,0.19,58.0,73.3,88.6
2001-10,0.13,52.4,66.8,81.1
2001-11,1.85,46.1,56.3,66.5
2001-12,3.76,41.5,47.8,54.2
2002-01,1.46,37.4,45.1,52.8
2002-02,0.77,39.7,51.0,62.4
2002-03,1.34,42.1,54.0,65.9
2002-04,0.05,48.8,61.4,74.0
2002-05,0.10,51.8,66.4,80.9
2002-06,0.00,58.9,74.6,90.3
2002-07,0.00,62.0,78.5,95.0
2002-08,0.00,58.9,75.4,91.9
2002-09,0.00,58.9,74.6,90.3
2002-10,0.00,49.9,63.6,77.3
2002-11,2.20,43.9,54.7,65.6
2002-12,3.77,41.0,49.1,57.1
2003-01,0.86,43.1,49.3,55.6
2003-02,0.83,40.4,50.7,61.0
2003-03,1.33,44.4,56.6,68.8
2003-04,1.35,45.6,56.3,67.0
2003-05,0.39,52.6,66.4,80.2
2003-06,0.00,58.4,74.3,90.3
2003-07,0.00,65.6,82.0,98.4
2003-08,0.07,61.6,76.4,91.1
2003-09,0.00,60.0,75.4,90.7
2003-10,0.00,53.0,68.5,83.9
2003-11,0.81,41.2,51.7,62.1
2003-12,3.21,42.3,49.3,56.2
2004-01,1.18,40.0,46.5,53.0
2004-02,3.20,41.8,50.8,59.7
2004-03,0.37,47.7,61.0,74.2
2004-04,0.06,49.5,63.4,77.2
2004-05,0.15,53.2,67.8,82.3
2004-06,0.00,57.7,73.7,89.6
2004-07,0.00,62.0,77.7,93.4
2004-08,0.00,61.2,76.6,92.1
2004-09,0.06,57.9,73.4,88.8
2004-10,1.75,51.0,62.6,74.3
2004-11,1.16,43.1,51.8,60.6
2004-12,3.15,38.9,46.3,53.7
2005-01,3.74,40.8,46.1,51.3
2005-02,2.65,44.7,53.5,62.2
2005-03,2.11,46.1,56.9,67.7
2005-04,1.03,46.0,58.4,70.9
2005-05,0.84,54.2,66.9,79.5
2005-06,0.09,57.2,70.9,84.6
2005-07,0.00,65.6,81.8,98.0
2005-08,0.00,63.2,79.4,95.5
2005-09,0.19,54.4,70.1,85.8
2005-10,0.09,51.3,64.8,78.3
2005-11,0.31,43.8,56.3,68.7
2005-12,2.76,42.7,50.2,57.6
2006-01,2.95,40.1,48.7,57.3
2006-02,0.75,40.7,52.4,64.2
2006-03,3.07,42.2,51.6,60.9
2006-04,2.70,49.4,59.2,69.0
2006-05,0.92,56.0,70.2,84.4
2006-06,0.00,62.0,77.5,93.0
2006-07,0.00,67.0,83.3,99.5
2006-08,0.00,60.1,76.1,92.0
2006-09,0.00,56.9,73.1,89.2
2006-10,0.20,48.7,62.6,76.5
2006-11,0.78,45.2,55.0,64.7
2006-12,2.19,36.3,46.8,57.4
2007-01,0.40,32.1,44.5,56.8
2007-02,1.78,41.7,51.6,61.5
2007-03,0.57,46.3,59.7,73.1
2007-04,0.66,49.3,62.5,75.7
2007-05,0.13,54.3,69.7,85.1
2007-06,0.00,59.1,75.2,91.3
2007-07,0.00,62.9,78.7,94.5
2007-08,0.00,63.0,78.9,94.7
2007-09,0.16,58.5,72.1,85.7
2007-10,0.71,50.5,63.5,76.5
2007-11,0.39,44.4,57.0,69.7
2007-12,1.24,37.6,46.6,55.5
2008-01,5.04,38.8,46.6,54.3
2008-02,1.76,40.6,50.6,60.7
2008-03,0.02,44.0,56.6,69.3
2008-04,0.00,46.3,60.5,74.7
2008-05,0.05,55.5,69.3,83.2
2008-06,0.00,60.3,76.0,91.8
2008-07,0.00,63.0,79.0,95.0
2008-08,0.00,63.3,79.5,95.8
2008-09,0.00,58.1,74.6,91.1
2008-10,0.27,51.4,66.0,80.6
2008-11,0.75,47.0,57.7,68.3
2008-12,1.47,37.5,45.2,53.0
2009-01,1.68,37.8,47.9,58.0
2009-02,2.60,42.6,51.7,60.7
2009-03,0.68,44.0,55.6,67.2
2009-04,0.49,47.5,61.2,74.9
2009-05,0.62,57.1,71.9,86.7
2009-06,0.11,59.1,73.2,87.3
2009-07,0.00,62.5,79.2,95.8
2009-08,0.00,61.4,77.5,93.5
2009-09,0.14,61.3,76.8,92.3
2009-10,1.94,51.1,62.9,74.6
2009-11,0.27,41.3,53.9,66.5
2009-12,1.90,38.3,46.3,54.2
2010-01,3.71,42.5,48.1,53.7
2010-02,2.74,44.7,52.6,60.6
2010-03,0.98,43.3,54.7,66.1
2010-04,2.33,45.6,56.3,67.0
