PRISM Time Series Data
Location:  Lat: 38.2047   Lon: -120.5541   Elev: 2192ft
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 2018-06
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jan-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
1981-01,9.47,37.8,47.7,57.7
1981-02,1.95,36.1,47.9,59.8
1981-03,6.34,36.5,47.7,58.9
1981-04,1.88,41.5,55.6,69.8
1981-05,0.86,46.4,62.0,77.6
1981-06,0.00,55.5,74.0,92.5
1981-07,0.03,56.2,76.3,96.5
1981-08,0.00,56.7,76.1,95.5
1981-09,0.40,53.3,71.3,89.3
1981-10,3.66,42.5,57.3,72.1
1981-11,8.28,41.1,52.0,62.8
1981-12,7.50,38.6,47.3,56.1
1982-01,11.19,30.5,40.0,49.5
1982-02,6.33,36.3,47.4,58.5
1982-03,10.82,36.1,46.2,56.2
1982-04,7.28,39.0,51.1,63.1
1982-05,0.14,46.9,63.0,79.0
1982-06,0.32,50.3,66.0,81.7
1982-07,0.03,57.3,74.2,91.0
1982-08,0.02,57.4,75.1,92.9
1982-09,4.03,51.9,67.3,82.6
1982-10,5.60,46.4,59.3,72.1
1982-11,8.61,37.1,47.0,57.0
1982-12,7.05,32.9,43.0,53.2
1983-01,9.61,34.1,44.1,54.2
1983-02,9.36,37.1,46.7,56.3
1983-03,13.05,37.9,47.6,57.3
1983-04,5.40,37.4,49.4,61.3
1983-05,1.34,46.6,61.0,75.5
1983-06,0.09,50.2,67.5,84.9
1983-07,0.00,53.0,70.9,88.9
1983-08,0.18,58.5,75.3,92.2
1983-09,1.63,55.3,72.2,89.2
1983-10,1.33,47.3,62.9,78.5
1983-11,13.53,39.4,48.5,57.6
1983-12,10.77,39.1,46.4,53.6
1984-01,0.41,35.6,46.9,58.3
1984-02,4.49,34.5,46.4,58.3
1984-03,3.07,39.0,52.3,65.6
1984-04,1.71,38.1,51.7,65.2
1984-05,0.44,48.4,64.7,81.0
1984-06,0.53,51.5,68.8,86.1
1984-07,0.04,60.7,79.2,97.7
1984-08,0.01,57.4,76.1,94.8
1984-09,0.16,54.8,73.5,92.1
1984-10,3.08,42.9,56.7,70.5
1984-11,8.07,37.2,47.8,58.4
1984-12,2.31,31.7,42.2,52.8
1985-01,1.60,30.6,42.7,54.7
1985-02,3.32,34.2,47.7,61.2
1985-03,6.27,33.0,45.7,58.3
1985-04,0.47,44.0,59.0,73.9
1985-05,0.00,44.6,60.8,77.0
1985-06,0.30,57.0,74.0,91.0
1985-07,0.00,60.4,78.7,96.9
1985-08,0.07,54.9,73.2,91.6
1985-09,1.95,49.7,64.8,80.0
1985-10,1.46,44.1,60.0,75.9
1985-11,6.14,36.8,47.7,58.5
1985-12,3.26,34.4,45.4,56.5
1986-01,5.29,40.7,51.2,61.7
1986-02,16.32,40.4,50.0,59.6
1986-03,8.17,42.5,54.6,66.7
1986-04,1.71,41.2,54.8,68.5
1986-05,0.90,47.9,63.0,78.2
1986-06,0.00,53.3,71.1,88.8
1986-07,0.03,55.4,73.8,92.2
1986-08,0.00,57.0,76.8,96.6
1986-09,2.81,48.5,63.9,79.3
1986-10,0.06,46.2,61.5,76.8
1986-11,0.47,39.3,54.4,69.5
1986-12,1.43,35.1,46.1,57.1
1987-01,3.87,31.8,42.6,53.4
1987-02,5.17,35.4,47.4,59.3
