PRISM Time Series Data
Location:  Lat: 39.0347   Lon: -121.6948   Elev: 36ft
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 2018-06
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jan-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
1981-01,4.88,39.9,46.9,53.9
1981-02,1.01,41.5,51.9,62.2
1981-03,4.55,43.1,53.5,63.9
1981-04,1.23,47.0,60.7,74.5
1981-05,0.27,53.8,68.6,83.4
1981-06,0.00,62.7,79.0,95.3
1981-07,0.00,59.2,77.5,95.9
1981-08,0.00,58.2,75.9,93.7
1981-09,0.70,56.1,72.2,88.2
1981-10,2.72,47.2,60.3,73.4
1981-11,6.24,47.2,55.9,64.6
1981-12,4.51,42.3,48.8,55.4
1982-01,4.40,34.2,42.4,50.6
1982-02,2.54,40.5,50.8,61.1
1982-03,4.98,42.4,51.8,61.3
1982-04,4.13,44.8,56.6,68.3
1982-05,0.05,52.5,68.5,84.5
1982-06,0.19,55.4,70.3,85.3
1982-07,0.02,58.7,75.4,92.1
1982-08,0.00,58.6,75.2,91.7
1982-09,1.41,56.5,70.4,84.4
1982-10,3.24,49.5,62.3,75.2
1982-11,5.06,40.7,49.0,57.3
1982-12,2.65,38.1,46.0,53.9
1983-01,5.67,37.9,44.0,50.2
1983-02,5.34,44.4,51.9,59.3
1983-03,8.13,46.3,53.9,61.4
1983-04,3.53,44.8,55.5,66.2
1983-05,0.38,52.2,66.6,81.0
1983-06,0.60,57.6,73.4,89.1
1983-07,0.00,58.2,74.7,91.1
1983-08,0.09,61.3,77.5,93.7
1983-09,0.84,58.0,73.6,89.1
1983-10,0.76,52.1,65.8,79.4
1983-11,6.42,43.3,51.5,59.8
1983-12,10.08,42.8,48.3,53.8
1984-01,0.40,38.4,46.8,55.2
1984-02,1.78,39.1,49.7,60.3
1984-03,1.64,46.1,58.3,70.6
1984-04,0.54,45.3,58.4,71.4
1984-05,0.02,55.5,70.6,85.6
1984-06,0.08,58.2,74.0,89.7
1984-07,0.00,64.3,81.4,98.6
1984-08,0.36,60.6,78.2,95.9
1984-09,0.15,59.7,76.4,93.2
1984-10,2.26,48.7,60.8,72.9
1984-11,5.60,42.9,51.3,59.7
1984-12,1.47,37.2,44.9,52.7
1985-01,0.95,34.6,42.4,50.3
1985-02,1.48,39.1,51.3,63.4
1985-03,2.67,39.7,51.3,62.9
1985-04,0.17,49.0,63.6,78.3
1985-05,0.00,50.7,66.2,81.7
1985-06,0.03,61.0,77.7,94.4
1985-07,0.00,63.4,80.5,97.6
1985-08,0.06,57.6,74.7,91.9
1985-09,0.66,53.7,67.5,81.2
1985-10,0.72,49.0,63.1,77.3
1985-11,3.88,39.9,49.6,59.3
1985-12,2.17,35.1,41.9,48.7
1986-01,3.75,42.1,49.4,56.7
1986-02,7.82,45.6,53.5,61.5
1986-03,4.05,48.2,58.7,69.2
1986-04,0.70,47.3,60.1,72.8
1986-05,0.21,53.2,67.8,82.5
1986-06,0.00,58.7,75.0,91.4
1986-07,0.00,60.5,76.8,93.0
1986-08,0.00,59.0,77.1,95.3
1986-09,1.42,52.7,66.6,80.5
1986-10,0.32,49.7,64.2,78.8
1986-11,0.17,42.6,56.4,70.2
1986-12,1.39,37.3,45.9,54.4
1987-01,2.75,36.4,44.6,52.9
1987-02,2.83,40.7,51.0,61.3
1987-03,3.52,43.5,53.9,64.3
1987-04,0.11,47.9,63.7,79.5
1987-05,0.03,55.9,70.6,85.4
1987-06,0.00,57.2,74.6,91.9
1987-07,0.00,57.2,73.3,89.4
1987-08,0.00,59.1,76.4,93.6
1987-09,0.00,55.4,72.4,89.3
1987-10,1.03,53.7,68.4,83.0
1987-11,2.41,42.2,52.3,62.3
1987-12,5.53,39.6,46.4,53.1
1988-01,4.03,39.0,46.9,54.9
1988-02,0.37,39.9,53.4,67.0
1988-03,0.41,43.2,57.1,71.0
1988-04,2.18,48.1,60.7,73.3
1988-05,0.94,50.4,64.4,78.4
1988-06,0.34,58.2,73.7,89.2
1988-07,0.00,64.9,82.5,100.1
1988-08,0.00,59.6,77.0,94.4
1988-09,0.00,56.0,73.4,90.8
1988-10,0.10,50.8,67.1,83.4
1988-11,3.73,44.7,53.6,62.5
1988-12,3.45,36.8,46.5,56.2
1989-01,1.29,34.2,44.4,54.5
1989-02,1.19,36.7,47.1,57.6
1989-03,6.73,46.6,55.3,64.0
