precip,min_temp,mean_temp,max_temp,idnum,id,latitude,longitude,elevation_ft,date,month,month_str,year,county
1.73,40.4,53.1,65.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1981,1,1,1981,San Diego
3.63,40.7,54,67.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1981,2,2,1981,San Diego
5.3,38.9,50.3,61.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1981,3,3,1981,San Diego
1.28,43.3,57.6,71.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1981,4,4,1981,San Diego
.54,46.7,61.1,75.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1981,5,5,1981,San Diego
0,55.2,73.40000000000001,91.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1981,6,6,1981,San Diego
0,57,75.40000000000001,93.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1981,7,7,1981,San Diego
.04,58.8,77.2,95.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1981,8,8,1981,San Diego
.02,55.2,72.8,90.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1981,9,9,1981,San Diego
.64,46.7,60.6,74.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1981,10,10,1981,San Diego
1.75,44.3,58.4,72.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1981,11,11,1981,San Diego
.8,40.6,54.5,68.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1981,12,12,1981,San Diego
7.31,37.8,47.8,57.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1982,1,1,1982,San Diego
3.51,39.8,51.3,62.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1982,2,2,1982,San Diego
8.82,40.6,50.7,60.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1982,3,3,1982,San Diego
1.47,42,55.4,68.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1982,4,4,1982,San Diego
.47,46,59.2,72.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1982,5,5,1982,San Diego
.08,47.2,61.7,76.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1982,6,6,1982,San Diego
0,54,72.40000000000001,90.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1982,7,7,1982,San Diego
.49,59,75.7,92.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1982,8,8,1982,San Diego
1.14,56.4,71.5,86.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1982,9,9,1982,San Diego
.35,47.1,63.3,79.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1982,10,10,1982,San Diego
4.69,41.4,52.6,63.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1982,11,11,1982,San Diego
5.82,36.4,48.6,60.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1982,12,12,1982,San Diego
3.68,40.9,52.1,63.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1983,1,1,1983,San Diego
6.69,38.6,50.3,62,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1983,2,2,1983,San Diego
13.01,41,50.8,60.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1983,3,3,1983,San Diego
3.69,39.3,51.8,64.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1983,4,4,1983,San Diego
.71,45,60.7,76.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1983,5,5,1983,San Diego
0,48,64.09999999999999,80.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1983,6,6,1983,San Diego
0,52.9,71.90000000000001,90.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1983,7,7,1983,San Diego
1.67,61.3,76.2,91,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1983,8,8,1983,San Diego
.13,59.1,74.90000000000001,90.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1983,9,9,1983,San Diego
1.1,51.1,64.7,78.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1983,10,10,1983,San Diego
4.27,41.2,54.2,67.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1983,11,11,1983,San Diego
4.88,39.6,50.9,62.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1983,12,12,1983,San Diego
.28,39.8,52.7,65.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1984,1,1,1984,San Diego
.08,38,52.5,67.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1984,2,2,1984,San Diego
.2,39.1,55.3,71.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1984,3,3,1984,San Diego
.96,40.5,56,71.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1984,4,4,1984,San Diego
0,47.7,66.59999999999999,85.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1984,5,5,1984,San Diego
.13,50.2,67,83.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1984,6,6,1984,San Diego
1.68,61.4,77.09999999999999,92.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1984,7,7,1984,San Diego
1.51,60,75.5,91.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1984,8,8,1984,San Diego
.16,60.4,76.09999999999999,91.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1984,9,9,1984,San Diego
.5600000000000001,46.7,60.9,75.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1984,10,10,1984,San Diego
2.52,40,52.2,64.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1984,11,11,1984,San Diego
6.81,37.6,47.2,56.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1984,12,12,1984,San Diego
1.63,38.4,48.5,58.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1985,1,1,1985,San Diego
2.31,36.9,49.5,62.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1985,2,2,1985,San Diego
2.53,37,50,62.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1985,3,3,1985,San Diego
.79,44.9,59.9,75,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1985,4,4,1985,San Diego
.05,45,60.8,76.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1985,5,5,1985,San Diego
.14,51.3,69.5,87.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1985,6,6,1985,San Diego
.8100000000000001,59.6,77,94.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1985,7,7,1985,San Diego
0,54.6,73.8,93,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1985,8,8,1985,San Diego
.84,52,66.5,81.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1985,9,9,1985,San Diego
.66,48,62.7,77.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1985,10,10,1985,San Diego
7.75,40.2,52.2,64.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1985,11,11,1985,San Diego
2.55,40.4,52.2,64.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1985,12,12,1985,San Diego
.75,43.5,56.4,69.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1986,1,1,1986,San Diego
5.81,40,51.8,63.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1986,2,2,1986,San Diego
6.35,42.1,55.2,68.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1986,3,3,1986,San Diego
.55,42.7,56.5,70.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1986,4,4,1986,San Diego
.05,43.4,60.9,78.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1986,5,5,1986,San Diego
0,50,67.90000000000001,85.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1986,6,6,1986,San Diego
.54,54.8,72,89.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1986,7,7,1986,San Diego
.08,60.5,77.2,93.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1986,8,8,1986,San Diego
1.5,48.9,64.59999999999999,80.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1986,9,9,1986,San Diego
1.29,47.2,61.5,75.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1986,10,10,1986,San Diego
1.16,43.8,57.6,71.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1986,11,11,1986,San Diego
2.24,38.7,51.4,64.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1986,12,12,1986,San Diego
2.79,36.4,48.6,60.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1987,1,1,1987,San Diego
2.72,37.2,49.7,62.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1987,2,2,1987,San Diego
2.95,38.7,50.2,61.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1987,3,3,1987,San Diego
.71,45.5,61.2,77,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1987,4,4,1987,San Diego
.33,48,62.1,76.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1987,5,5,1987,San Diego
.01,50.9,67.90000000000001,85,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1987,6,6,1987,San Diego
.02,50.5,67.8,85,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1987,7,7,1987,San Diego
.38,54.1,71.8,89.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1987,8,8,1987,San Diego
.3,53.5,71.3,89,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1987,9,9,1987,San Diego
3.44,53.4,67,80.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1987,10,10,1987,San Diego
3.48,44.3,55.5,66.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1987,11,11,1987,San Diego
3.05,34.5,46.6,58.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1987,12,12,1987,San Diego
3.57,38.6,50.8,63,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1988,1,1,1988,San Diego
1.57,42.2,55.7,69.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1988,2,2,1988,San Diego
1.05,40.9,56.4,71.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1988,3,3,1988,San Diego
4.24,43.4,57.1,70.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1988,4,4,1988,San Diego
.53,45,61.1,77.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1988,5,5,1988,San Diego
0,48.8,65.7,82.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1988,6,6,1988,San Diego
.05,57.8,75.09999999999999,92.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1988,7,7,1988,San Diego
.25,57.1,73.3,89.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1988,8,8,1988,San Diego
.29,55.6,70.8,85.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1988,9,9,1988,San Diego
0,55.5,69.40000000000001,83.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1988,10,10,1988,San Diego
1.71,44.5,54.6,64.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1988,11,11,1988,San Diego
3.89,38.7,48.4,58.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1988,12,12,1988,San Diego
1.29,36.6,46.7,56.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1989,1,1,1989,San Diego
3.05,38.4,48.6,58.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1989,2,2,1989,San Diego
2.69,42.9,55.1,67.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1989,3,3,1989,San Diego
.24,49.3,63.1,76.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1989,4,4,1989,San Diego
.41,47.8,61.3,74.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1989,5,5,1989,San Diego
0,53.9,68.2,82.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1989,6,6,1989,San Diego
0,60.2,76.3,92.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1989,7,7,1989,San Diego
0,58.9,73.3,87.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1989,8,8,1989,San Diego
.55,59.7,73.90000000000001,88.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1989,9,9,1989,San Diego
.61,46.9,62.1,77.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1989,10,10,1989,San Diego
.16,45.8,58.5,71.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1989,11,11,1989,San Diego
.21,41.6,52.7,63.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1989,12,12,1989,San Diego
4.45,38.8,49.4,60,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1990,1,1,1990,San Diego
2.88,36,47,57.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1990,2,2,1990,San Diego
1.45,42,54.4,66.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1990,3,3,1990,San Diego
1.22,45.4,57.2,69,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1990,4,4,1990,San Diego
.71,46.3,59.2,72.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1990,5,5,1990,San Diego
.8,54.9,69.8,84.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1990,6,6,1990,San Diego
.17,61.6,76,90.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1990,7,7,1990,San Diego
.21,59.7,73.7,87.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1990,8,8,1990,San Diego
.15,58.6,72.59999999999999,86.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1990,9,9,1990,San Diego
.08,50.9,66.40000000000001,81.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1990,10,10,1990,San Diego
1.25,42.3,54.7,67.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1990,11,11,1990,San Diego
1.5,38.6,48,57.4,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1990,12,12,1990,San Diego
1.22,38.9,49.1,59.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1991,1,1,1991,San Diego
1.23,41.8,56.1,70.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1991,2,2,1991,San Diego
16.02,37.1,47.4,57.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1991,3,3,1991,San Diego
.23,41.1,55.3,69.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1991,4,4,1991,San Diego
0,43.4,58.5,73.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1991,5,5,1991,San Diego
0,47.2,63.2,79.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1991,6,6,1991,San Diego
.23,54.9,71.2,87.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1991,7,7,1991,San Diego
.62,58.2,73.8,89.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1991,8,8,1991,San Diego
.78,56,72.40000000000001,88.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1991,9,9,1991,San Diego
1.1,50.3,67.2,84.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1991,10,10,1991,San Diego
.27,44.2,57.9,71.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1991,11,11,1991,San Diego
2.97,39.9,50,60,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1991,12,12,1991,San Diego
3.34,37.3,49.4,61.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1992,1,1,1992,San Diego
5.2,42.5,53,63.4,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1992,2,2,1992,San Diego
6.1,41.9,51,60,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1992,3,3,1992,San Diego
.73,46.8,61,75.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1992,4,4,1992,San Diego
.66,51.5,64.5,77.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1992,5,5,1992,San Diego
0,50.8,67,83.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1992,6,6,1992,San Diego
.11,58.8,74.3,89.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1992,7,7,1992,San Diego
1.26,63.2,78.3,93.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1992,8,8,1992,San Diego
.1,57.4,74.40000000000001,91.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1992,9,9,1992,San Diego
1.16,49,64.59999999999999,80.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1992,10,10,1992,San Diego
.25,43,55.2,67.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1992,11,11,1992,San Diego
5.33,37.3,46.9,56.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1992,12,12,1992,San Diego
18.73,40.9,49.4,57.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1993,1,1,1993,San Diego
9.34,41.1,49.4,57.6,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1993,2,2,1993,San Diego
2.32,43.3,55.3,67.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1993,3,3,1993,San Diego
0,43.7,59,74.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1993,4,4,1993,San Diego
.67,48.8,62.8,76.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1993,5,5,1993,San Diego
.89,53,68.59999999999999,84.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1993,6,6,1993,San Diego
0,54.4,69.40000000000001,84.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1993,7,7,1993,San Diego
.09,57.6,73.3,89,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1993,8,8,1993,San Diego
.03,56.3,72,87.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1993,9,9,1993,San Diego
.24,50.6,65,79.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1993,10,10,1993,San Diego
2.58,43.6,55.4,67.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1993,11,11,1993,San Diego
1.75,37.6,50.4,63.1,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1993,12,12,1993,San Diego
1.81,39.1,52.8,66.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1994,1,1,1994,San Diego
5.58,38.2,48.4,58.6,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1994,2,2,1994,San Diego
4.03,43.4,54.6,65.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1994,3,3,1994,San Diego
2.63,43.3,56.3,69.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1994,4,4,1994,San Diego
.29,46.1,58.7,71.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1994,5,5,1994,San Diego
0,53.6,71.2,88.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1994,6,6,1994,San Diego
.01,57.5,74.09999999999999,90.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1994,7,7,1994,San Diego
.16,60.1,77.7,95.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1994,8,8,1994,San Diego
0,56,73,90,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1994,9,9,1994,San Diego
.46,45,60.9,76.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1994,10,10,1994,San Diego
1.73,36.4,49.2,62.1,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1994,11,11,1994,San Diego
1.52,38.4,49.6,60.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1994,12,12,1994,San Diego
12.62,38.5,47.4,56.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1995,1,1,1995,San Diego
3.55,44.8,56.3,67.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1995,2,2,1995,San Diego
11.18,42.5,52.9,63.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1995,3,3,1995,San Diego
2.59,42.2,55.3,68.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1995,4,4,1995,San Diego
1.85,44.9,56.4,67.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1995,5,5,1995,San Diego
.86,49.6,65.2,80.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1995,6,6,1995,San Diego
.08,54.4,73.59999999999999,92.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1995,7,7,1995,San Diego
0,60.5,78.40000000000001,96.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1995,8,8,1995,San Diego
.15,59,75.59999999999999,92.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1995,9,9,1995,San Diego
0,49.5,66.2,82.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1995,10,10,1995,San Diego
.28,47.4,61.5,75.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1995,11,11,1995,San Diego
.83,40.3,52.9,65.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1995,12,12,1995,San Diego
1.98,40.1,52.4,64.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1996,1,1,1996,San Diego
4.97,43,53,62.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1996,2,2,1996,San Diego
3.56,41,53.4,65.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1996,3,3,1996,San Diego
.93,45,60.2,75.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1996,4,4,1996,San Diego
.15,49.4,64.2,79.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1996,5,5,1996,San Diego
.01,52.8,69.40000000000001,86,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1996,6,6,1996,San Diego
.24,61.9,77.7,93.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1996,7,7,1996,San Diego
.05,62.3,78.40000000000001,94.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1996,8,8,1996,San Diego
.04,55.8,71.40000000000001,87,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1996,9,9,1996,San Diego
.45,46.5,62.5,78.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1996,10,10,1996,San Diego
3.25,44.8,56.9,69,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1996,11,11,1996,San Diego
3.25,40.9,52,63.1,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1996,12,12,1996,San Diego
6.64,42.2,50.6,59,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1997,1,1,1997,San Diego
1.28,37.6,50.2,62.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1997,2,2,1997,San Diego
.44,41.5,57.2,72.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1997,3,3,1997,San Diego
.2,42,56.9,71.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1997,4,4,1997,San Diego
.07,53.5,69.3,85.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1997,5,5,1997,San Diego
.12,52.4,66.7,81.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1997,6,6,1997,San Diego
0,56.3,73,89.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1997,7,7,1997,San Diego
.06,62.3,78,93.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1997,8,8,1997,San Diego
2.38,61.6,76.09999999999999,90.59999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1997,9,9,1997,San Diego
.43,49.9,63.6,77.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1997,10,10,1997,San Diego
3.05,47,59.1,71.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1997,11,11,1997,San Diego
2.99,37.9,48.6,59.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1997,12,12,1997,San Diego
4.43,39.9,51.1,62.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1998,1,1,1998,San Diego
12.49,38.7,47.3,55.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1998,2,2,1998,San Diego
6.08,40.4,51.7,63,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1998,3,3,1998,San Diego
3.79,43.4,55.4,67.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1998,4,4,1998,San Diego
3.44,46,57.6,69.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1998,5,5,1998,San Diego
.2,47.9,61.9,76,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1998,6,6,1998,San Diego
.01,57.3,75.09999999999999,93,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1998,7,7,1998,San Diego
.32,61.4,78.8,96.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1998,8,8,1998,San Diego
.14,54.9,70.2,85.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1998,9,9,1998,San Diego
.11,47.1,62,77,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1998,10,10,1998,San Diego
2.57,40.6,55.7,70.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1998,11,11,1998,San Diego
1.71,37.3,50,62.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1998,12,12,1998,San Diego
1.61,40.2,53.3,66.40000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan1999,1,1,1999,San Diego
1.3,37.7,50.6,63.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb1999,2,2,1999,San Diego
1,36.9,50.2,63.6,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar1999,3,3,1999,San Diego
3.2,39.6,51.7,63.9,37,33.0360_-116.7329,33.036,-116.7329,2579,01apr1999,4,4,1999,San Diego
.21,45,58.9,72.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01may1999,5,5,1999,San Diego
.46,49.7,65.5,81.2,37,33.0360_-116.7329,33.036,-116.7329,2579,01jun1999,6,6,1999,San Diego
.36,57.9,73.7,89.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01jul1999,7,7,1999,San Diego
0,56.6,74.2,91.90000000000001,37,33.0360_-116.7329,33.036,-116.7329,2579,01aug1999,8,8,1999,San Diego
.18,55.4,71.40000000000001,87.3,37,33.0360_-116.7329,33.036,-116.7329,2579,01sep1999,9,9,1999,San Diego
0,52,69,86.09999999999999,37,33.0360_-116.7329,33.036,-116.7329,2579,01oct1999,10,10,1999,San Diego
.06,43.8,59.8,75.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01nov1999,11,11,1999,San Diego
.48,40.5,53.5,66.5,37,33.0360_-116.7329,33.036,-116.7329,2579,01dec1999,12,12,1999,San Diego
1.04,40.8,53.4,66,37,33.0360_-116.7329,33.036,-116.7329,2579,01jan2000,1,1,2000,San Diego
6.19,41.3,51.5,61.8,37,33.0360_-116.7329,33.036,-116.7329,2579,01feb2000,2,2,2000,San Diego
1.9,39.6,52.7,65.7,37,33.0360_-116.7329,33.036,-116.7329,2579,01mar2000,3,3,2000,San Diego
