PRISM Time Series Data
Location:  Lat: 37.9344   Lon: -121.2715   Elev: 10ft
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1981-01 - 2018-06
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Jan-10
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
1981-01,5.24,40.5,47.9,55.2
1981-02,0.64,41.3,52.4,63.6
1981-03,3.56,42.9,53.8,64.7
1981-04,1.33,45.7,60.8,75.8
1981-05,0.18,52.4,68.3,84.3
1981-06,0.00,61.4,78.9,96.5
1981-07,0.00,57.8,76.9,96.1
1981-08,0.00,57.5,75.3,93.1
1981-09,0.00,56.5,72.8,89.2
1981-10,1.94,46.6,61.3,76.0
1981-11,3.26,46.3,56.2,66.1
1981-12,2.71,41.3,49.0,56.8
1982-01,5.39,33.7,42.2,50.7
1982-02,2.49,39.1,50.9,62.7
1982-03,6.63,41.8,52.0,62.3
1982-04,3.32,44.7,57.1,69.5
1982-05,0.00,50.0,67.0,84.0
1982-06,0.37,53.3,68.6,83.9
1982-07,0.00,57.0,74.4,91.8
1982-08,0.00,58.3,75.0,91.7
1982-09,2.11,56.3,70.9,85.4
1982-10,1.96,49.5,63.4,77.2
1982-11,5.28,40.3,49.4,58.4
1982-12,3.05,36.8,45.9,55.1
1983-01,4.94,37.9,43.7,49.4
1983-02,4.31,43.2,52.1,60.9
1983-03,6.92,46.0,54.9,63.9
1983-04,2.91,44.8,56.6,68.5
1983-05,0.61,50.7,65.6,80.5
1983-06,0.01,55.9,72.3,88.7
1983-07,0.00,57.0,73.7,90.4
1983-08,0.00,62.7,77.9,93.2
1983-09,1.01,60.6,75.5,90.4
1983-10,0.45,52.8,66.7,80.6
1983-11,6.09,43.3,52.7,62.2
1983-12,4.66,42.0,49.3,56.6
1984-01,0.31,36.7,45.6,54.6
1984-02,1.40,37.9,49.6,61.3
1984-03,1.09,44.8,57.9,71.0
1984-04,0.54,44.7,58.5,72.3
1984-05,0.02,54.2,70.1,86.0
1984-06,0.02,56.5,72.9,89.3
1984-07,0.00,63.3,80.3,97.3
1984-08,0.00,60.0,76.8,93.6
1984-09,0.00,59.5,76.5,93.5
1984-10,1.66,48.8,61.1,73.5
1984-11,4.39,42.2,51.8,61.5
1984-12,1.78,36.0,44.3,52.6
1985-01,0.78,34.7,41.4,48.1
1985-02,1.32,36.1,50.2,64.3
1985-03,2.74,38.1,50.6,63.1
1985-04,0.24,47.2,62.4,77.6
1985-05,0.00,48.8,64.4,80.0
1985-06,0.22,58.3,75.1,92.0
1985-07,0.00,60.8,77.8,94.8
1985-08,0.00,56.3,72.8,89.2
1985-09,0.31,54.3,68.2,82.1
1985-10,0.95,48.5,62.8,77.1
1985-11,3.58,40.0,50.2,60.4
1985-12,2.54,34.9,41.3,47.7
1986-01,2.44,43.7,50.7,57.8
1986-02,7.55,45.2,54.1,63.1
1986-03,4.65,47.4,58.0,68.7
1986-04,1.63,46.6,59.6,72.6
1986-05,0.21,50.7,66.0,81.2
1986-06,0.00,56.5,71.9,87.2
1986-07,0.03,59.3,75.2,91.0
1986-08,0.00,57.8,75.2,92.6
1986-09,0.91,53.7,67.1,80.5
1986-10,0.00,49.8,64.5,79.3
1986-11,0.07,42.2,56.1,70.1
1986-12,0.90,37.0,45.7,54.5
1987-01,2.49,35.7,44.8,53.9
1987-02,3.98,39.8,51.2,62.7
1987-03,3.66,42.6,54.0,65.3
1987-04,0.13,48.6,64.3,79.9
1987-05,0.00,54.5,69.0,83.6
1987-06,0.00,57.0,72.8,88.6
1987-07,0.00,55.2,71.2,87.2
1987-08,0.00,56.6,73.7,90.8
1987-09,0.00,54.8,71.5,88.3
1987-10,0.58,52.7,67.3,81.9
1987-11,2.30,42.6,53.0,63.3
1987-12,3.06,38.1,46.5,54.8
1988-01,2.49,36.9,46.1,55.3
1988-02,0.37,37.9,52.3,66.8
1988-03,0.23,42.6,57.1,71.5
1988-04,2.59,47.3,60.6,73.9
1988-05,0.50,50.7,64.5,78.3
1988-06,0.32,57.4,71.9,86.5
1988-07,0.00,63.1,80.2,97.2
1988-08,0.00,59.8,75.6,91.3
1988-09,0.00,56.5,72.9,89.3
1988-10,0.20,52.2,66.7,81.2
1988-11,1.83,44.0,53.8,63.7
1988-12,2.58,36.2,45.6,55.1
1989-01,0.62,33.4,43.5,53.7
1989-02,1.75,35.7,46.9,58.2
1989-03,3.49,44.4,55.1,65.7
1989-04,0.23,49.4,63.4,77.4
1989-05,0.05,52.2,66.2,80.1
1989-06,0.19,57.3,72.0,86.8
1989-07,0.00,59.2,76.6,94.1
1989-08,0.08,58.0,73.9,89.8
1989-09,2.36,55.6,70.2,84.7
1989-10,1.24,49.8,63.6,77.3
1989-11,1.19,40.0,53.9,67.8
1989-12,0.00,32.9,42.7,52.6
1990-01,1.77,36.8,46.7,56.6
1990-02,2.47,35.5,46.9,58.3
1990-03,0.75,42.4,55.4,68.3
1990-04,0.67,49.6,63.5,77.3
1990-05,2.11,52.0,65.9,79.7
1990-06,0.00,56.1,72.1,88.0
1990-07,0.00,61.6,78.0,94.4
1990-08,0.00,60.5,76.4,92.3
1990-09,0.03,57.5,72.9,88.4
